cross_val,kfold,n_trees,accuracy,class_bad_recall,class_good_recall,mean_recall,class_bad_precision,class_good_precision,mean_precision,class_bad_F1,class_good_F1,mean_F1
4,2,1,0.7,0.5,0.803030303030303,0.6515151515151515,0.5666666666666667,0.7571428571428571,0.6619047619047619,0.53125,0.7794117647058824,0.6553308823529411
4,3,1,0.65,0.41379310344827586,0.7464788732394366,0.5801359883438563,0.4,0.7571428571428571,0.5785714285714285,0.4067796610169491,0.75177304964539,0.5792763553311696
4,4,1,0.66,0.42857142857142855,0.75,0.5892857142857143,0.4,0.7714285714285715,0.5857142857142857,0.4137931034482759,0.7605633802816902,0.5871782418649831
4,5,1,0.62,0.3333333333333333,0.7105263157894737,0.5219298245614035,0.26666666666666666,0.7714285714285715,0.5190476190476191,0.2962962962962963,0.7397260273972601,0.5180111618467782
4,6,1,0.66,0.4375,0.7647058823529411,0.6011029411764706,0.4666666666666667,0.7428571428571429,0.6047619047619048,0.45161290322580644,0.7536231884057971,0.6026180458158018
4,7,1,0.65,0.38095238095238093,0.7215189873417721,0.5512356841470765,0.26666666666666666,0.8142857142857143,0.5404761904761904,0.3137254901960784,0.7651006711409395,0.5394130806685089
4,8,1,0.76,0.6153846153846154,0.8108108108108109,0.7130977130977132,0.5333333333333333,0.8571428571428571,0.6952380952380952,0.5714285714285715,0.8333333333333334,0.7023809523809524
4,9,1,0.65,0.4074074074074074,0.7397260273972602,0.5735667174023338,0.36666666666666664,0.7714285714285715,0.569047619047619,0.38596491228070173,0.7552447552447553,0.5706048337627285
4,10,1,0.68,0.4666666666666667,0.7714285714285715,0.6190476190476191,0.4666666666666667,0.7714285714285715,0.6190476190476191,0.4666666666666667,0.7714285714285715,0.6190476190476191
5,1,1,0.67,0.45714285714285713,0.7846153846153846,0.6208791208791209,0.5333333333333333,0.7285714285714285,0.6309523809523809,0.4923076923076923,0.7555555555555555,0.6239316239316239
5,2,1,0.66,0.4090909090909091,0.7307692307692307,0.5699300699300699,0.3,0.8142857142857143,0.5571428571428572,0.34615384615384615,0.7702702702702704,0.5582120582120582
5,3,1,0.63,0.3793103448275862,0.7323943661971831,0.5558523555123847,0.36666666666666664,0.7428571428571429,0.5547619047619048,0.3728813559322034,0.7375886524822696,0.5552350042072365
5,4,1,0.62,0.3888888888888889,0.75,0.5694444444444444,0.4666666666666667,0.6857142857142857,0.5761904761904761,0.42424242424242425,0.7164179104477612,0.5703301673450927
5,5,1,0.69,0.47619047619047616,0.7468354430379747,0.6115129596142255,0.3333333333333333,0.8428571428571429,0.5880952380952381,0.39215686274509803,0.7919463087248322,0.5920515857349651
5,6,1,0.61,0.3448275862068966,0.7183098591549296,0.5315687226809132,0.3333333333333333,0.7285714285714285,0.530952380952381,0.33898305084745767,0.7234042553191489,0.5311936530833032
5,7,1,0.63,0.36,0.72,0.54,0.3,0.7714285714285715,0.5357142857142857,0.3272727272727273,0.7448275862068965,0.5360501567398119
5,8,1,0.71,0.5294117647058824,0.7469879518072289,0.6381998582565556,0.3,0.8857142857142857,0.5928571428571429,0.3829787234042553,0.8104575163398692,0.5967181198720622
5,9,1,0.51,0.2564102564102564,0.6721311475409836,0.46427070197562,0.3333333333333333,0.5857142857142857,0.45952380952380956,0.2898550724637681,0.6259541984732824,0.4579046354685252
5,10,1,0.72,0.53125,0.8088235294117647,0.6700367647058824,0.5666666666666667,0.7857142857142857,0.6761904761904762,0.5483870967741935,0.7971014492753622,0.6727442730247779
6,1,1,0.64,0.375,0.7236842105263158,0.549342105263158,0.3,0.7857142857142857,0.5428571428571428,0.33333333333333326,0.7534246575342466,0.54337899543379
6,2,1,0.68,0.4642857142857143,0.7638888888888888,0.6140873015873016,0.43333333333333335,0.7857142857142857,0.6095238095238096,0.4482758620689655,0.7746478873239437,0.6114618746964546
6,3,1,0.65,0.4074074074074074,0.7397260273972602,0.5735667174023338,0.36666666666666664,0.7714285714285715,0.569047619047619,0.38596491228070173,0.7552447552447553,0.5706048337627285
6,4,1,0.73,0.5714285714285714,0.7721518987341772,0.6717902350813743,0.4,0.8714285714285714,0.6357142857142857,0.47058823529411764,0.8187919463087248,0.6446900908014213
6,5,1,0.63,0.3870967741935484,0.7391304347826086,0.5631136044880785,0.4,0.7285714285714285,0.5642857142857143,0.39344262295081966,0.7338129496402879,0.5636277862955538
6,6,1,0.69,0.4827586206896552,0.7746478873239436,0.6287032540067994,0.4666666666666667,0.7857142857142857,0.6261904761904762,0.47457627118644075,0.7801418439716311,0.627359057579036
6,7,1,0.69,0.47619047619047616,0.7468354430379747,0.6115129596142255,0.3333333333333333,0.8428571428571429,0.5880952380952381,0.39215686274509803,0.7919463087248322,0.5920515857349651
6,8,1,0.65,0.4074074074074074,0.7397260273972602,0.5735667174023338,0.36666666666666664,0.7714285714285715,0.569047619047619,0.38596491228070173,0.7552447552447553,0.5706048337627285
6,9,1,0.64,0.38461538461538464,0.7297297297297297,0.5571725571725572,0.3333333333333333,0.7714285714285715,0.5523809523809524,0.3571428571428571,0.75,0.5535714285714286
6,10,1,0.74,0.5833333333333334,0.7894736842105263,0.6864035087719298,0.4666666666666667,0.8571428571428571,0.6619047619047619,0.5185185185185186,0.8219178082191781,0.6702181633688484
7,1,1,0.7,0.5,0.75,0.625,0.3333333333333333,0.8571428571428571,0.5952380952380952,0.4,0.7999999999999999,0.6
7,2,1,0.67,0.45454545454545453,0.7761194029850746,0.6153324287652646,0.5,0.7428571428571429,0.6214285714285714,0.47619047619047616,0.759124087591241,0.6176572818908586
7,3,1,0.68,0.47058823529411764,0.7878787878787878,0.6292335115864527,0.5333333333333333,0.7428571428571429,0.638095238095238,0.5,0.7647058823529412,0.6323529411764706
7,4,1,0.7,0.5,0.7857142857142857,0.6428571428571428,0.5,0.7857142857142857,0.6428571428571428,0.5,0.7857142857142857,0.6428571428571428
7,5,1,0.63,0.37037037037037035,0.726027397260274,0.5481988838153222,0.3333333333333333,0.7571428571428571,0.5452380952380952,0.3508771929824561,0.7412587412587412,0.5460679671205987
7,6,1,0.72,0.5357142857142857,0.7916666666666666,0.6636904761904762,0.5,0.8142857142857143,0.6571428571428571,0.5172413793103449,0.8028169014084506,0.6600291403593977
7,7,1,0.7,0.5,0.7564102564102564,0.6282051282051282,0.36666666666666664,0.8428571428571429,0.6047619047619047,0.423076923076923,0.7972972972972971,0.6101871101871101
7,8,1,0.64,0.4,0.7428571428571429,0.5714285714285714,0.4,0.7428571428571429,0.5714285714285714,0.4000000000000001,0.7428571428571429,0.5714285714285715
7,9,1,0.7,0.5,0.7777777777777778,0.6388888888888888,0.4666666666666667,0.8,0.6333333333333333,0.4827586206896552,0.7887323943661971,0.6357455075279261
7,10,1,0.62,0.4,0.7666666666666667,0.5833333333333334,0.5333333333333333,0.6571428571428571,0.5952380952380952,0.4571428571428572,0.7076923076923077,0.5824175824175825
8,1,1,0.61,0.3953488372093023,0.7719298245614035,0.5836393308853529,0.5666666666666667,0.6285714285714286,0.5976190476190476,0.46575342465753417,0.6929133858267716,0.5793334052421529
8,2,1,0.68,0.4666666666666667,0.7714285714285715,0.6190476190476191,0.4666666666666667,0.7714285714285715,0.6190476190476191,0.4666666666666667,0.7714285714285715,0.6190476190476191
8,3,1,0.63,0.3793103448275862,0.7323943661971831,0.5558523555123847,0.36666666666666664,0.7428571428571429,0.5547619047619048,0.3728813559322034,0.7375886524822696,0.5552350042072365
8,4,1,0.66,0.43333333333333335,0.7571428571428571,0.5952380952380952,0.43333333333333335,0.7571428571428571,0.5952380952380952,0.43333333333333335,0.7571428571428571,0.5952380952380952
8,5,1,0.61,0.37142857142857144,0.7384615384615385,0.554945054945055,0.43333333333333335,0.6857142857142857,0.5595238095238095,0.4,0.7111111111111111,0.5555555555555556
8,6,1,0.68,0.4583333333333333,0.75,0.6041666666666666,0.36666666666666664,0.8142857142857143,0.5904761904761905,0.4074074074074074,0.7808219178082193,0.5941146626078133
8,7,1,0.71,0.5172413793103449,0.7887323943661971,0.652986886838271,0.5,0.8,0.65,0.5084745762711865,0.7943262411347518,0.6514004087029692
8,8,1,0.66,0.42857142857142855,0.75,0.5892857142857143,0.4,0.7714285714285715,0.5857142857142857,0.4137931034482759,0.7605633802816902,0.5871782418649831
8,9,1,0.71,0.5217391304347826,0.7662337662337663,0.6439864483342744,0.4,0.8428571428571429,0.6214285714285714,0.4528301886792453,0.8027210884353742,0.6277756385573097
8,10,1,0.68,0.4642857142857143,0.7638888888888888,0.6140873015873016,0.43333333333333335,0.7857142857142857,0.6095238095238096,0.4482758620689655,0.7746478873239437,0.6114618746964546
9,1,1,0.71,0.5185185185185185,0.7808219178082192,0.6496702181633689,0.4666666666666667,0.8142857142857143,0.6404761904761904,0.4912280701754386,0.7972027972027972,0.6442154336891179
9,2,1,0.64,0.42105263157894735,0.7741935483870968,0.597623089983022,0.5333333333333333,0.6857142857142857,0.6095238095238096,0.47058823529411764,0.7272727272727272,0.5989304812834224
9,3,1,0.68,0.4642857142857143,0.7638888888888888,0.6140873015873016,0.43333333333333335,0.7857142857142857,0.6095238095238096,0.4482758620689655,0.7746478873239437,0.6114618746964546
9,4,1,0.79,0.6956521739130435,0.8181818181818182,0.7569169960474309,0.5333333333333333,0.9,0.7166666666666667,0.6037735849056605,0.8571428571428572,0.7304582210242588
9,5,1,0.71,0.5238095238095238,0.759493670886076,0.6416515973477999,0.36666666666666664,0.8571428571428571,0.6119047619047618,0.4313725490196078,0.8053691275167785,0.6183708382681932
9,6,1,0.63,0.36,0.72,0.54,0.3,0.7714285714285715,0.5357142857142857,0.3272727272727273,0.7448275862068965,0.5360501567398119
9,7,1,0.74,0.5833333333333334,0.7894736842105263,0.6864035087719298,0.4666666666666667,0.8571428571428571,0.6619047619047619,0.5185185185185186,0.8219178082191781,0.6702181633688484
